Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
116.52, (106.51,60.246), 116.2786, 100.0, 116.27864219856397, 117.12, 117.12, 0.4474, -0.2233, -11.1628, 22.3695, 22.3695
106.44, (105.855,61.921), 106.1986, 100.0, 106.91863363814726, 108.24, 108.24, 0.4777, -0.1475, -7.376, 23.8871, 23.8871
96.3, (105.455,63.877), 96.0586, 100.0, 96.47861830352483, 97.74, 97.74, 0.4966, -0.0585, -2.9254, 24.8282, 24.8282
105.36, (105.14,65.648), 105.1186, 100.0, 103.97860454016046, 103.5, 103.5, 0.4847, -0.1228, -6.1411, 24.234, 24.234
115.56, (104.448,67.521), 115.3186, 100.0, 114.65858611540573, 113.82, 113.82, 0.4535, -0.2105, -10.5259, 22.6761, 22.6761
124.98, (103.432,69.241), 124.7386, 100.0, 124.73856566347874, 124.32, 124.32, 0.4097, -0.2866, -14.3323, 20.4838, 20.4838
114.84, (102.447,70.978), 114.5986, 100.0, 114.59855071010293, 115.98, 115.98, 0.4537, -0.21, -10.5021, 22.6871, 22.6871
104.64, (101.831,72.668), 104.3985, 100.0, 105.53854257332844, 106.86, 106.86, 0.4812, -0.136, -6.7986, 24.0578, 24.0578
94.98, (101.477,74.633), 94.7385, 100.0, 95.09852416795894, 96.36, 96.36, 0.4978, -0.0465, -2.3266, 24.8915, 24.8915
85.2, (101.476,76.631), 84.9585, 100.0, 85.31851006580479, 86.34, 86.34, 0.4985, 0.0387, 1.9354, 24.925, 24.925
75.36, (101.778,78.403), 75.1185, 100.0, 76.13849555054574, 77.52, 77.52, 0.4859, 0.1177, 5.887, 24.297, 24.297
65.04, (102.443,80.286), 64.7985, 100.0, 65.4584801489859, 66.72, 66.72, 0.4557, 0.2058, 10.2879, 22.7851, 22.7851
57.54, (103.387,82.048), 57.2985, 100.0, 57.658465482029854, 58.86, 58.86, 0.4236, 0.2657, 13.285, 21.178, 21.178
53.28, (104.458,83.494), 53.0385, 100.0, 52.31845774817363, 51.48, 51.48, 0.397, 0.304, 15.1983, 19.8498, 19.8498
60.78, (105.521,85.185), 60.5384, 100.0, 60.17843797903233, 60.06, 60.06, 0.4348, 0.2468, 12.341, 21.7417, 21.7417
69.3, (106.335,87.01), 69.0584, 100.0, 69.418419895268, 69.66, 69.66, 0.4688, 0.1738, 8.6898, 23.4412, 23.4412
64.5, (107.186,88.818), 64.2584, 100.0, 63.77840382253401, 63, 63, 0.4495, 0.219, 10.9514, 22.4737, 22.4737
70.08, (107.9,90.684), 69.8384, 100.0, 69.83839020553658, 71.1, 71.1, 0.4701, 0.1704, 8.5177, 23.5042, 23.5042
65.64, (108.643,92.323), 65.3984, 100.0, 64.67837498403402, 63.84, 63.84, 0.4529, 0.2119, 10.5971, 22.6429, 22.6429
75.54, (109.302,94.208), 75.2984, 100.0, 74.99835577841411, 74.22, 74.22, 0.4835, 0.1274, 6.3693, 24.175, 24.175
85.86, (109.616,96.181), 85.6183, 100.0, 85.25834330729371, 84.48, 84.48, 0.4985, 0.0392, 1.9615, 24.9229, 24.9229
95.46, (109.594,97.979), 95.2183, 100.0, 94.55832582406285, 93.72, 93.72, 0.4982, -0.0418, -2.0919, 24.9123, 24.9123
